"city","year","month","time","long","lat","site","Wind Speed - Resultant","Outdoor Temperature","Barometric pressure","Nitric oxide (NO)"
"Long Beach",2014,11,179,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2014,12,180,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2015,1,181,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2015,2,182,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2015,3,183,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2015,4,184,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2015,5,185,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2015,6,186,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2015,7,187,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2015,8,188,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2015,9,189,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2015,10,190,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2015,11,191,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2015,12,192,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2016,1,193,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2016,2,194,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2016,3,195,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2016,4,196,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2016,5,197,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2016,6,198,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2016,7,199,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2016,8,200,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2016,9,201,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2016,10,202,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2016,11,203,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2016,12,204,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Not in a city",2002,1,25,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,191.68508016129
"Not in a city",2002,2,26,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,146.144964571429
"Not in a city",2002,3,27,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,124.90545716129
"Not in a city",2002,4,28,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,58.7228238666667
"Not in a city",2002,5,29,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,52.9785095483871
"Not in a city",2002,6,30,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,40.2699102333333
"Not in a city",2002,7,31,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,64.9464490322581
"Not in a city",2002,8,32,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,68.7885376129032
"Not in a city",2002,9,33,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,126.269289133333
"Not in a city",2002,10,34,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,109.903757870968
"Not in a city",2002,11,35,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,200.580217433333
"Not in a city",2002,12,36,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,156.18739183871
"Not in a city",2003,1,37,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,205.650564903226
"Not in a city",2003,2,38,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,164.273856214286
"Not in a city",2003,3,39,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,68.5368997096774
"Not in a city",2003,4,40,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,75.2539855
"Not in a city",2003,5,41,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,35.9475722903226
"Not in a city",2003,6,42,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,48.2535967666667
"Not in a city",2003,7,43,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,20.1607994516129
"Not in a city",2003,8,44,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,35.9690743870968
"Not in a city",2003,9,45,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,80.8710145
"Not in a city",2003,10,46,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,139.184935612903
"Not in a city",2003,11,47,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,165.946305633333
"Not in a city",2003,12,48,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,172.574901516129
"Not in a city",2004,1,49,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,121.357886032258
"Not in a city",2004,2,50,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,148.977972931034
"Not in a city",2004,3,51,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,111.736966548387
"Not in a city",2004,4,52,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,64.5263043
"Not in a city",2004,5,53,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,30.5054431290323
"Not in a city",2004,6,54,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,17.0095346666667
"Not in a city",2004,7,55,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,22.2382835483871
"Not in a city",2004,8,56,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,81.8963379677419
"Not in a city",2004,9,57,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,77.8117552333333
"Not in a city",2004,10,58,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,118.273492225806
"Not in a city",2004,11,59,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,160.866837923077
"Not in a city",2004,12,60,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,198.1915772
"Not in a city",2005,1,61,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,103.532819096774
"Not in a city",2005,2,62,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,175.7353455
"Not in a city",2005,3,63,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,78.8261102903226
"Not in a city",2005,4,64,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,48.5325867
"Not in a city",2005,5,65,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,30.5331123225806
"Not in a city",2005,6,66,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,NA
"Not in a city",2005,7,67,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,NA
"Not in a city",2005,8,68,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,43.2211973225806
"Not in a city",2005,9,69,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,54.6869580666667
"Not in a city",2005,10,70,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,121.123795483871
"Not in a city",2005,11,71,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,164.1532674
"Not in a city",2005,12,72,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,167.152937451613
"Not in a city",2006,1,73,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,113.638370032258
"Not in a city",2006,2,74,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,116.991925535714
"Not in a city",2006,3,75,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,64.9037600322581
"Not in a city",2006,4,76,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,53.5954741666667
"Not in a city",2006,5,77,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,117.902381806452
"Not in a city",2006,6,78,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,NA
"Not in a city",2006,7,79,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,69.6192048387097
"Not in a city",2006,8,80,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,NA
"Not in a city",2006,9,81,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,NA
"Not in a city",2006,10,82,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,NA
"Not in a city",2006,11,83,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,NA
"Not in a city",2006,12,84,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,137.866427
"Not in a city",2007,1,85,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,139.849117806452
"Not in a city",2007,2,86,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,87.9176278928571
"Not in a city",2007,3,87,-121.38109,38.71209,"North Highlands-Blackfoot",NA,NA,NA,62.8237661290323
